Woonplaats,Adres,Woning,Doelgroep,Publicatiedatum,Reacties,Verantwoording,Publicatiemodel
Amsterdam,Oostenburgermiddenstraat 773,Galerijflat - 1 kamers,Jongeren,19-01-2024,314 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Th. K. van Lohuizenlaan 66,Galerijflat - 2 kamers,Jongeren,19-01-2024,420 reacties,De woning is verhuurd aan de 9e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Dijkstraat 10,Portiekflat - 4 kamers,Senioren,19-01-2024,143 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Hensbroekerstraat 25,Tussenwoning - 3 kamers,Gezin,19-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Jodenbreestraat 90,Maisonnette - 3 kamers,Gezin,19-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Voetbalstraat 223,Tussenwoning - 1 kamers,Jongeren,19-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Jac. P. Thijsseplein 7 -I,Maisonnette - 4 kamers,Gezin,19-01-2024,1024 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Van Nijenrodeweg 1084,Corridorflat - 2 kamers,Senioren,19-01-2024,150 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Van Nijenrodeweg 985,Galerijflat - 2 kamers,Senioren,19-01-2024,165 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Van der Hoopstraat 105 1,Portiekwoning - 2 kamers,Gezin,19-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Palmstraat 92 -1,Portiekflat - 2 kamers,Gezin,19-01-2024,585 reacties,De woning is verhuurd aan de 14e kandidaat (Voorrang),Aanbodmodel
Amsterdam,John Franklinstraat 72,Bovenwoning - 3 kamers,Persoon,19-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Th. K. van Lohuizenlaan 104,Galerijflat - 1 kamers,Jongeren,19-01-2024,301 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Zaandam,Elsbroekplantsoen 19,Galerijflat - 3 kamers,Senioren,19-01-2024,171 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Zaandam,Langeweide 28,Portiekwoning - 3 kamers,Senioren,19-01-2024,48 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Zaandijk,Triangelhof 43,Galerijflat - 4 kamers,Gezin,19-01-2024,207 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Aalsmeer,Clauslaan 14,Benedenwoning - 2 kamers,Gezin,18-01-2024,17 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Jeanne d'Arclaan 182,Galerijflat - 2 kamers,Gezin,18-01-2024,2445 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Uithoorn,Bertram 8,Hoekwoning - 4 kamers,Gezin,18-01-2024,372 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Vinkenstraat 43,Portiekwoning - 2 kamers,Jongeren,18-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandijk,John Lennonstraat 226,Corridorflat - 3 kamers,Senioren,18-01-2024,27 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Gaaspstraat 7 H,Portiekflat - 3 kamers,Gezin,18-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,J.H. Hisgenpad 618,Tussenwoning - 1 kamers,Jongeren,18-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,J.H. Hisgenpad 748,Tussenwoning - 1 kamers,Jongeren,18-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,J.H. Hisgenpad 750,Tussenwoning - 1 kamers,Jongeren,18-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Bergblauwstraat 136,Galerijflat - 4 kamers,Gezin,18-01-2024,527 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Badhoevedorp,Keizersweg 143 A,Portiekflat - 3 kamers,Senioren,18-01-2024,116 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Duivendrecht,Mercurius 513,Galerijflat - 3 kamers,Gezin,18-01-2024,4 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Griftstraat 44 H,Benedenwoning - 3 kamers,Gezin,18-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Mercatorplein 91,Galerijflat - 3 kamers,Gezin,18-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Teylerplein 58,Galerijflat - 3 kamers,Senioren,18-01-2024,79 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Jan Tooropstraat 4 F6,Galerijflat - 3 kamers,Senioren,18-01-2024,494 reacties,De woning is verhuurd aan de 16e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Eerste Jan van der Heijdenstraat 62 -3E A,Bovenwoning - 3 kamers,Gezin,18-01-2024,1248 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Marnixstraat 338 -F,Galerijflat - 1 kamers,Jongeren,18-01-2024,342 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Carmenlaan 357,Galerijflat - 3 kamers,Jongeren,18-01-2024,1033 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,IJburglaan 1423,Portiekflat - 5 kamers,Gezin,18-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Hembrugstraat 196,Portiekflat - 3 kamers,Gezin,18-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandijk,John Lennonstraat 230,Corridorflat - 3 kamers,Senioren,18-01-2024,56 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,mt. Lincolnweg 22 H27,Bovenwoning - 1 kamers,Jongeren,18-01-2024,425 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Vlaardingenlaan 158 A 2,Corridorflat - 1 kamers,Jongeren,18-01-2024,768 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Rozijnenstraat 7 1,Bovenwoning - 2 kamers,Jongeren,18-01-2024,550 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Socratesstraat 29,Tussenwoning - 5 kamers,Gezin,18-01-2024,687 reacties,De woning is verhuurd aan de 17e kandidaat (Voorrang),Aanbodmodel
Zaandijk,John Lennonstraat 210,Portiekwoning - 3 kamers,Senioren,18-01-2024,29 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Binnenkadijk 203,Portiekflat - 2 kamers,Gezin,18-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Zaandijkstraat 5 H,Benedenwoning - 2 kamers,Jongeren,18-01-2024,186 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Welnastraat 805,Galerijflat - 2 kamers,Gezin,18-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Nieuwe Westerdokstraat 22,Portiekwoning - 3 kamers,Persoon,18-01-2024,1288 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Landbouwstraat 9-H,Benedenwoning - 2 kamers,Gezin,18-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,H. Cleyndertweg 538,Galerijflat - 3 kamers,Jongeren,18-01-2024,1168 reacties,De woning is verhuurd aan de 1e kandidaat (Loting),Lotingmodel
Amsterdam,Postjesweg 144 R,Galerijflat - 3 kamers,Senioren,18-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Nieuw-Vennep,Bosstraat 166,Tussenwoning - 5 kamers,Gezin,18-01-2024,1343 reacties,De woning is verhuurd aan de 15e kandidaat (Voorrang),Aanbodmodel
Amsterdam,J.H. Hisgenpad 440,Tussenwoning - 1 kamers,Jongeren,18-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Hasebroekstraat 92 H,Benedenwoning - 2 kamers,Gezin,18-01-2024,383 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Schimmelstraat 23 H,Benedenwoning - 2 kamers,Gezin,18-01-2024,577 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Uithoorn,Brusselflat 40,Galerijflat - 4 kamers,Gezin,18-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandijk,John Lennonstraat 196,Corridorflat - 3 kamers,Senioren,18-01-2024,26 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 626,Portiekflat - 1 kamers,Gezin,17-01-2024,425 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 610,Portiekflat - 1 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 594,Portiekflat - 1 kamers,Gezin,17-01-2024,2 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 642,Portiekflat - 1 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 576,Portiekflat - 1 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 582,Portiekflat - 1 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 666,Bovenwoning - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 668,Bovenwoning - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 658,Bovenwoning - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 572,Portiekflat - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 606,Portiekflat - 2 kamers,Gezin,17-01-2024,2 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 634,Portiekflat - 2 kamers,Gezin,17-01-2024,3 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 622,Portiekflat - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 596,Portiekflat - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 586,Portiekflat - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 612,Portiekflat - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 590,Portiekflat - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 602,Portiekflat - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 624,Portiekflat - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 574,Portiekflat - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 640,Portiekflat - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 648,Maisonnette - 3 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amstelveen,Watercirkel 672,Maisonnette - 3 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Wisseloord 143,Portiekflat - 4 kamers,Gezin,17-01-2024,35 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Praam 158,Portiekflat - 2 kamers,Gezin,17-01-2024,51 reacties,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Vermiljoenweg 252,Galerijflat - 3 kamers,Gezin,17-01-2024,62 reacties,De woning is verhuurd aan de 6e kandidaat (Voorrang),Aanbodmodel
Koog aan de Zaan,Jan de Wittestraat 23,Tussenwoning - 3 kamers,Gezin,17-01-2024,531 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Polanenstraat 325,Portiekwoning - 3 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Anton Petershof 33,Tussenwoning - 3 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Tweede Oosterparkstraat 252 -F,Galerijflat - 2 kamers,Senioren,17-01-2024,47 reacties,De woning is verhuurd aan de 8e kandidaat (Voorrang),Aanbodmodel
Amsterdam,J.H. Hisgenpad 306,Tussenwoning - 1 kamers,Jongeren,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Jan Walichszstraat 26,Tussenwoning - 4 kamers,Gezin,17-01-2024,2538 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Tasmanstraat 21 HV,Benedenwoning - 1 kamers,Jongeren,17-01-2024,77 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Hoekschewaardplein 27,Tussenwoning - 4 kamers,Gezin,17-01-2024,2620 reacties,De woning is verhuurd aan de 8e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Resedastraat 36 -H,Benedenwoning - 4 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Weesp,Waarschapsstraat 19,Tussenwoning - 4 kamers,Gezin,17-01-2024,522 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Grote Ruwenberg 7 1,Portiekwoning - 3 kamers,Gezin,17-01-2024,1967 reacties,De woning is verhuurd aan de 3e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Klarenburg 181,Galerijflat - 3 kamers,Senioren,17-01-2024,210 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,mt. Lincolnweg 22 K5,Bovenwoning - 2 kamers,Jongeren,17-01-2024,134 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Mosveld 1 -1,Bovenwoning - 3 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Tweede Laurierdwarsstraat 34 D,Portiekwoning - 1 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Nova Zemblastraat 318,Portiekwoning - 2 kamers,Jongeren,17-01-2024,119 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Zaandijk,Orgelmakersgracht 18,Bovenwoning - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Van Beuningenstraat 99 1,Portiekwoning - 3 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Bruinvisstraat 91,Tussenwoning - 4 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Waterkersweg 180,Benedenwoning - 2 kamers,Gezin,17-01-2024,415 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Rijsenhout,Loefzijde 51,Galerijflat - 3 kamers,Jongeren,17-01-2024,193 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Johan van der Keukenstraat 5 -F,Corridorflat - 1 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Weesp,Papelaan 125,Tussenwoning - 4 kamers,Gezin,17-01-2024,461 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Tweede Jan van der Heijdenstraat 60 -2 LA,Portiekflat - 2 kamers,Gezin,17-01-2024,2048 reacties,De woning is verhuurd aan de 8e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Science Park 631-P,Portiekwoning - 1 kamers,Jongeren,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Marnixstraat 282 -D,Galerijflat - 2 kamers,Jongeren,17-01-2024,425 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Ookmeerweg 246 F,Tussenwoning - 3 kamers,Senioren,17-01-2024,139 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,President Brandstraat 328,Portiekflat - 3 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,J.H. Hisgenpad 532,Tussenwoning - 1 kamers,Jongeren,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Purmerend,Zwanebloem 18,Benedenwoning - 1 kamers,Jongeren,17-01-2024,345 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Zaandam,Gaasperdamstraat 127,Benedenwoning - 3 kamers,Jongeren,17-01-2024,326 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Commelinstraat 63 B,Portiekwoning - 2 kamers,Senioren,17-01-2024,238 reacties,De woning is verhuurd aan de 5e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Amerbos 442 HS,Corridorflat - 3 kamers,Senioren,17-01-2024,401 reacties,De woning is verhuurd aan de 10e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Trompenburgstraat 91 -B,Portiekflat - 3 kamers,Gezin,17-01-2024,1099 reacties,De woning is verhuurd aan de 6e kandidaat (Voorrang),Aanbodmodel
Wormerveer,Krokusstraat 59,Bovenwoning - 4 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Farmanlaan 42,Bovenwoning - 2 kamers,Jongeren,17-01-2024,388 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Remijden 11,Galerijflat - 3 kamers,Gezin,17-01-2024,369 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Zaandam,Gaasperdamstraat 135,Portiekwoning - 3 kamers,Jongeren,17-01-2024,355 reacties,De woning is verhuurd aan de 2e kandidaat (Voorrang),Aanbodmodel
Krommenie,Willem van Saendenstraat 30,Portiekwoning - 3 kamers,Senioren,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandijk,Paukenhof 159,Galerijflat - 3 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Scheepsbouwweg 32,Portiekwoning - 3 kamers,Gezin,17-01-2024,2048 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Brinkstraat 145,Benedenwoning - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Florijn 402,Galerijflat - 3 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Klokbaai 59,Portiekflat - 4 kamers,Gezin,17-01-2024,534 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Wolter Brandligtstraat 6 H,Benedenwoning - 2 kamers,Jongeren,17-01-2024,276 reacties,De woning is verhuurd aan de 4e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Wolter Brandligtstraat 20 H,Benedenwoning - 2 kamers,Jongeren,17-01-2024,336 reacties,De woning is verhuurd aan de 11e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Hoogheemraadweg 60,Tussenwoning - 6 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Zaandam,Pieter Jelles Troelstralaan 64,Portiekwoning - 3 kamers,Gezin,17-01-2024,2507 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Eerste Schinkelstraat 24 -2,Bovenwoning - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amsterdam,Marathonweg 7 -3,Portiekflat - 2 kamers,Gezin,17-01-2024,1 reactie,De woning is verhuurd door middel van directe bemiddeling,Directe bemiddeling
Amstelveen,Van der Hooplaan 77,Benedenwoning - 3 kamers,Jongeren,17-01-2024,1040 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
Amsterdam,Gustav Mahlerlaan 1572,Corridorflat - 0 kamers,Gezin,16-01-2024,228 reacties,De woning is verhuurd aan de 1e kandidaat (Voorrang),Aanbodmodel
